Course,Term_Offered,Campus
ARTS3068,Term 2 2019,"Main Campus, Kensington"
ARTS3090,Term 2 2019,"Main Campus, Kensington"
ARTS3093,Term 2 2019,"Main Campus, Kensington"
ARTS3095,Term 2 2019,"Main Campus, Kensington"
ARTS3096,Term 2 2019,"Main Campus, Kensington"
ARTS3123,Term 2 2019,"Main Campus, Kensington"
ARTS3132,Term 2 2019,"Main Campus, Kensington"
ARTS3220,Term 2 2019,"Main Campus, Kensington"
ARTS3241,Term 2 2019,"Main Campus, Kensington"
ARTS3270,Term 2 2019,"Main Campus, Kensington"
ARTS3290,Term 2 2019,"Main Campus, Kensington"
ARTS3330,Term 2 2019,"Main Campus, Kensington"
ARTS3366,Term 2 2019,"Main Campus, Kensington"
ARTS3451,Term 2 2019,"Main Campus, Kensington"
ARTS3453,Term 2 2019,"Main Campus, Kensington"
ARTS3481,Term 2 2019,"Main Campus, Kensington"
ARTS3484,Term 2 2019,"Main Campus, Kensington"
ARTS3511,Term 2 2019,"Main Campus, Kensington"
ARTS3571,Term 2 2019,"Main Campus, Kensington"
ARTS3631,Term 2 2019,"Main Campus, Kensington"
ARTS3633,Term 2 2019,"Main Campus, Kensington"
ARTS3638,Term 2 2019,"Main Campus, Kensington"
ARTS3639,Term 2 2019,"Main Campus, Kensington"
ARTS3667,Term 2 2019,"Main Campus, Kensington"
ARTS3690,Term 2 2019,"Main Campus, Kensington"
ARTS3756,Term 2 2019,"Main Campus, Kensington"
ARTS3758,Term 2 2019,"Main Campus, Kensington"
ARTS3759,Term 2 2019,"Main Campus, Kensington"
ARTS3810,Term 2 2019,"Main Campus, Kensington"
ARTS3820,Term 2 2019,"Main Campus, Kensington"
ARTS3874,Term 2 2019,"Main Campus, Kensington"
ARTS3885,Term 2 2019,"Main Campus, Kensington"
ARTS3991,Term 2 2019,"Main Campus, Kensington"
ARTS4268,Term 2 2019,"Main Campus, Kensington"
ARTS4600,Term 2 2019,"Main Campus, Kensington"
ARTS4601,Term 2 2019,"Main Campus, Kensington"
ARTS4602,Term 2 2019,"Main Campus, Kensington"
ARTS4603,Term 2 2019,"Main Campus, Kensington"
ARTS4604,Term 2 2019,"Main Campus, Kensington"
ARTS4605,Term 2 2019,"Main Campus, Kensington"
ARTS4606,Term 2 2019,"Main Campus, Kensington"
ARTS4607,Term 2 2019,"Main Campus, Kensington"
ARTS4608,Term 2 2019,"Main Campus, Kensington"
ARTS4609,Term 2 2019,"Main Campus, Kensington"
ARTS4610,Term 2 2019,"Main Campus, Kensington"
ARTS4611,Term 2 2019,"Main Campus, Kensington"
ARTS4612,Term 2 2019,"Main Campus, Kensington"
ARTS4613,Term 2 2019,"Main Campus, Kensington"
ARTS4614,Term 2 2019,"Main Campus, Kensington"
ARTS4615,Term 2 2019,"Main Campus, Kensington"
ARTS4616,Term 2 2019,"Main Campus, Kensington"
ARTS4617,Term 2 2019,"Main Campus, Kensington"
ARTS4618,Term 2 2019,"Main Campus, Kensington"
ARTS4619,Term 2 2019,"Main Campus, Kensington"
ARTS4620,Term 2 2019,"Main Campus, Kensington"
ARTS4621,Term 2 2019,"Main Campus, Kensington"
ARTS4622,Term 2 2019,"Main Campus, Kensington"
ARTS4623,Term 2 2019,"Main Campus, Kensington"
ARTS4700,Term 2 2019,"Main Campus, Kensington"
ARTS4701,Term 2 2019,"Main Campus, Kensington"
ARTS4702,Term 2 2019,"Main Campus, Kensington"
ARTS4703,Term 2 2019,"Main Campus, Kensington"
ARTS4704,Term 2 2019,"Main Campus, Kensington"
ARTS4705,Term 2 2019,"Main Campus, Kensington"
ARTS4706,Term 2 2019,"Main Campus, Kensington"
ARTS4707,Term 2 2019,"Main Campus, Kensington"
ARTS4712,Term 2 2019,"Main Campus, Kensington"
ARTS4713,Term 2 2019,"Main Campus, Kensington"
ARTS4714,Term 2 2019,"Main Campus, Kensington"
ARTS4715,Term 2 2019,"Main Campus, Kensington"
ARTS4810,Term 2 2019,"Main Campus, Kensington"
ARTS4811,Term 2 2019,"Main Campus, Kensington"
ARTS4812,Term 2 2019,"Main Campus, Kensington"
ARTS4813,Term 2 2019,"Main Campus, Kensington"
ARTS4814,Term 2 2019,"Main Campus, Kensington"
ARTS4815,Term 2 2019,"Main Campus, Kensington"
ARTS4816,Term 2 2019,"Main Campus, Kensington"
ARTS4817,Term 2 2019,"Main Campus, Kensington"
ARTS4818,Term 2 2019,"Main Campus, Kensington"
ARTS4819,Term 2 2019,"Main Campus, Kensington"
ARTS4820,Term 2 2019,"Main Campus, Kensington"
ARTS4821,Term 2 2019,"Main Campus, Kensington"
ARTS4822,Term 2 2019,"Main Campus, Kensington"
ARTS4823,Term 2 2019,"Main Campus, Kensington"
ARTS4824,Term 2 2019,"Main Campus, Kensington"
ARTS4825,Term 2 2019,"Main Campus, Kensington"
ARTS4826,Term 2 2019,"Main Campus, Kensington"
ARTS4827,Term 2 2019,"Main Campus, Kensington"
ARTS4828,Term 2 2019,"Main Campus, Kensington"
ARTS4829,Term 2 2019,"Main Campus, Kensington"
ARTS4830,Term 2 2019,"Main Campus, Kensington"
ARTS4831,Term 2 2019,"Main Campus, Kensington"
ARTS4832,Term 2 2019,"Main Campus, Kensington"
ARTS4833,Term 2 2019,"Main Campus, Kensington"
ARTS4834,Term 2 2019,"Main Campus, Kensington"
ARTS4835,Term 2 2019,"Main Campus, Kensington"
ARTS4836,Term 2 2019,"Main Campus, Kensington"
ARTS4837,Term 2 2019,"Main Campus, Kensington"
ARTS4838,Term 2 2019,"Main Campus, Kensington"
ARTS4839,Term 2 2019,"Main Campus, Kensington"
ARTS4840,Term 2 2019,"Main Campus, Kensington"
ARTS4841,Term 2 2019,"Main Campus, Kensington"
ARTS4900,Term 2 2019,"Main Campus, Kensington"
ARTS4901,Term 2 2019,"Main Campus, Kensington"
ARTS4902,Term 2 2019,"Main Campus, Kensington"
ARTS4903,Term 2 2019,"Main Campus, Kensington"
ARTS4904,Term 2 2019,"Main Campus, Kensington"
ARTS4905,Term 2 2019,"Main Campus, Kensington"
ARTS4906,Term 2 2019,"Main Campus, Kensington"
ARTS4907,Term 2 2019,"Main Campus, Kensington"
ARTS4912,Term 2 2019,"Main Campus, Kensington"
ARTS4913,Term 2 2019,"Main Campus, Kensington"
ARTS4914,Term 2 2019,"Main Campus, Kensington"
ARTS4915,Term 2 2019,"Main Campus, Kensington"
ARTS4916,Term 2 2019,"Main Campus, Kensington"
ARTS4917,Term 2 2019,"Main Campus, Kensington"
ARTS4918,Term 2 2019,"Main Campus, Kensington"
ARTS4919,Term 2 2019,"Main Campus, Kensington"
ARTS4920,Term 2 2019,"Main Campus, Kensington"
ARTS4921,Term 2 2019,"Main Campus, Kensington"
ARTS4922,Term 2 2019,"Main Campus, Kensington"
ARTS4923,Term 2 2019,"Main Campus, Kensington"
ARTS4924,Term 2 2019,"Main Campus, Kensington"
ARTS4925,Term 2 2019,"Main Campus, Kensington"
ARTS4926,Term 2 2019,"Main Campus, Kensington"
ARTS5503,Term 2 2019,"Main Campus, Kensington"
ARTS5505,Term 2 2019,"Main Campus, Kensington"
ARTS0209,Term 3 2019,"Main Campus, Kensington"
ARTS0212,Term 3 2019,"Main Campus, Kensington"
ARTS0222,Term 3 2019,"Main Campus, Kensington"
ARTS0225,Term 3 2019,"Main Campus, Kensington"
ARTS0229,Term 3 2019,"Main Campus, Kensington"
ARTS0506,Term 3 2019,"Main Campus, Kensington"
ARTS0606,Term 3 2019,"Main Campus, Kensington"
ARTS1011,Term 3 2019,"Main Campus, Kensington"
ARTS1031,Term 3 2019,"Main Campus, Kensington"
ARTS1063,Term 3 2019,"Main Campus, Kensington"
ARTS1091,Term 3 2019,"Main Campus, Kensington"
ARTS1190,Term 3 2019,"Main Campus, Kensington"
ARTS1211,Term 3 2019,"Main Campus, Kensington"
ARTS1241,Term 3 2019,"Main Campus, Kensington"
ARTS1362,Term 3 2019,"Main Campus, Kensington"
ARTS1451,Term 3 2019,"Main Campus, Kensington"
ARTS1453,Term 3 2019,"Main Campus, Kensington"
ARTS1541,Term 3 2019,"Main Campus, Kensington"
ARTS1621,Term 3 2019,"Main Campus, Kensington"
ARTS1631,Term 3 2019,"Main Campus, Kensington"
ARTS1661,Term 3 2019,"Main Campus, Kensington"
ARTS1691,Term 3 2019,"Main Campus, Kensington"
ARTS1753,Term 3 2019,"Main Campus, Kensington"
ARTS1780,Term 3 2019,"Main Campus, Kensington"
ARTS1811,Term 3 2019,"Main Campus, Kensington"
ARTS1900,Term 3 2019,"Main Campus, Kensington"
ARTS2020,Term 3 2019,"Main Campus, Kensington"
ARTS2033,Term 3 2019,"Main Campus, Kensington"
ARTS2035,Term 3 2019,"Main Campus, Kensington"
ARTS2063,Term 3 2019,"Main Campus, Kensington"
ARTS2064,Term 3 2019,"Main Campus, Kensington"
ARTS2093,Term 3 2019,"Main Campus, Kensington"
ARTS2096,Term 3 2019,"Main Campus, Kensington"
ARTS2120,Term 3 2019,"Main Campus, Kensington"
ARTS2127,Term 3 2019,"Main Campus, Kensington"
ARTS2150,Term 3 2019,"Main Campus, Kensington"
ARTS2212,Term 3 2019,"Main Campus, Kensington"
ARTS2213,Term 3 2019,"Main Campus, Kensington"
ARTS2243,Term 3 2019,"Main Campus, Kensington"
ARTS2244,Term 3 2019,"Main Campus, Kensington"
ARTS2272,Term 3 2019,"Main Campus, Kensington"
ARTS2363,Term 3 2019,"Main Campus, Kensington"
ARTS2383,Term 3 2019,"Main Campus, Kensington"
ARTS2451,Term 3 2019,"Main Campus, Kensington"
ARTS2455,Term 3 2019,"Main Campus, Kensington"
ARTS2462,Term 3 2019,"Main Campus, Kensington"
ARTS2480,Term 3 2019,"Main Campus, Kensington"
ARTS2481,Term 3 2019,"Main Campus, Kensington"
ARTS2485,Term 3 2019,"Main Campus, Kensington"
ARTS2486,Term 3 2019,"Main Campus, Kensington"
ARTS2510,Term 3 2019,"Main Campus, Kensington"
ARTS2511,Term 3 2019,"Main Campus, Kensington"
ARTS2570,Term 3 2019,"Main Campus, Kensington"
ARTS2571,Term 3 2019,"Main Campus, Kensington"
ARTS2631,Term 3 2019,"Main Campus, Kensington"
ARTS2661,Term 3 2019,"Main Campus, Kensington"
ARTS2690,Term 3 2019,"Main Campus, Kensington"
ARTS2751,Term 3 2019,"Main Campus, Kensington"
ARTS2813,Term 3 2019,"Main Campus, Kensington"
ARTS2817,Term 3 2019,"Main Campus, Kensington"
ARTS2820,Term 3 2019,"Main Campus, Kensington"
ARTS2871,Term 3 2019,"Main Campus, Kensington"
ARTS2874,Term 3 2019,"Main Campus, Kensington"
ARTS2906,Term 3 2019,"Main Campus, Kensington"
ARTS3021,Term 3 2019,"Main Campus, Kensington"
ARTS3025,Term 3 2019,"Main Campus, Kensington"
ARTS3039,Term 3 2019,"Main Campus, Kensington"
ARTS3047,Term 3 2019,"Main Campus, Kensington"
ARTS3052,Term 3 2019,"Main Campus, Kensington"
ARTS3064,Term 3 2019,"Main Campus, Kensington"
ARTS3066,Term 3 2019,"Main Campus, Kensington"
ARTS3067,Term 3 2019,"Main Campus, Kensington"
ARTS3092,Term 3 2019,"Main Campus, Kensington"
ARTS3095,Term 3 2019,"Main Campus, Kensington"
ARTS3122,Term 3 2019,"Main Campus, Kensington"
ARTS3124,Term 3 2019,"Main Campus, Kensington"
ARTS3130,Term 3 2019,"Main Campus, Kensington"
ARTS3212,Term 3 2019,"Main Campus, Kensington"
ARTS3218,Term 3 2019,"Main Campus, Kensington"
ARTS3240,Term 3 2019,"Main Campus, Kensington"
ARTS3270,Term 3 2019,"Main Campus, Kensington"
ARTS3289,Term 3 2019,"Main Campus, Kensington"
ARTS3295,Term 3 2019,"Main Campus, Kensington"
ARTS3360,Term 3 2019,"Main Campus, Kensington"
ARTS3370,Term 3 2019,"Main Campus, Kensington"
ARTS3454,Term 3 2019,"Main Campus, Kensington"
ARTS3456,Term 3 2019,"Main Campus, Kensington"
ARTS3458,Term 3 2019,"Main Campus, Kensington"
ARTS3483,Term 3 2019,"Main Campus, Kensington"
ARTS3574,Term 3 2019,"Main Campus, Kensington"
ARTS3634,Term 3 2019,"Main Campus, Kensington"
ARTS3636,Term 3 2019,"Main Campus, Kensington"
ARTS3661,Term 3 2019,"Main Campus, Kensington"
ARTS3664,Term 3 2019,"Main Campus, Kensington"
ARTS3751,Term 3 2019,"Main Campus, Kensington"
ARTS3755,Term 3 2019,"Main Campus, Kensington"
ARTS3758,Term 3 2019,"Main Campus, Kensington"
ARTS3759,Term 3 2019,"Main Campus, Kensington"
ARTS3786,Term 3 2019,"Main Campus, Kensington"
ARTS3812,Term 3 2019,"Main Campus, Kensington"
ARTS3814,Term 3 2019,"Main Campus, Kensington"
ARTS3821,Term 3 2019,"Main Campus, Kensington"
ARTS3870,Term 3 2019,"Main Campus, Kensington"
ARTS3872,Term 3 2019,"Main Campus, Kensington"
ARTS3991,Term 3 2019,"Main Campus, Kensington"
ARTS4600,Term 3 2019,"Main Campus, Kensington"
ARTS4601,Term 3 2019,"Main Campus, Kensington"
ARTS4602,Term 3 2019,"Main Campus, Kensington"
ARTS4603,Term 3 2019,"Main Campus, Kensington"
ARTS4604,Term 3 2019,"Main Campus, Kensington"
ARTS4605,Term 3 2019,"Main Campus, Kensington"
ARTS4606,Term 3 2019,"Main Campus, Kensington"
ARTS4607,Term 3 2019,"Main Campus, Kensington"
ARTS4608,Term 3 2019,"Main Campus, Kensington"
ARTS4609,Term 3 2019,"Main Campus, Kensington"
ARTS4610,Term 3 2019,"Main Campus, Kensington"
ARTS4611,Term 3 2019,"Main Campus, Kensington"
ARTS4612,Term 3 2019,"Main Campus, Kensington"
ARTS4613,Term 3 2019,"Main Campus, Kensington"
ARTS4614,Term 3 2019,"Main Campus, Kensington"
ARTS4615,Term 3 2019,"Main Campus, Kensington"
ARTS4616,Term 3 2019,"Main Campus, Kensington"
ARTS4617,Term 3 2019,"Main Campus, Kensington"
ARTS4618,Term 3 2019,"Main Campus, Kensington"
ARTS4619,Term 3 2019,"Main Campus, Kensington"
ARTS4620,Term 3 2019,"Main Campus, Kensington"
ARTS4621,Term 3 2019,"Main Campus, Kensington"
ARTS4622,Term 3 2019,"Main Campus, Kensington"
ARTS4623,Term 3 2019,"Main Campus, Kensington"
ARTS4700,Term 3 2019,"Main Campus, Kensington"
ARTS4701,Term 3 2019,"Main Campus, Kensington"
ARTS4702,Term 3 2019,"Main Campus, Kensington"
ARTS4703,Term 3 2019,"Main Campus, Kensington"
ARTS4704,Term 3 2019,"Main Campus, Kensington"
ARTS4705,Term 3 2019,"Main Campus, Kensington"
ARTS4706,Term 3 2019,"Main Campus, Kensington"
ARTS4707,Term 3 2019,"Main Campus, Kensington"
ARTS4712,Term 3 2019,"Main Campus, Kensington"
ARTS4713,Term 3 2019,"Main Campus, Kensington"
ARTS4714,Term 3 2019,"Main Campus, Kensington"
ARTS4715,Term 3 2019,"Main Campus, Kensington"
ARTS4810,Term 3 2019,"Main Campus, Kensington"
ARTS4811,Term 3 2019,"Main Campus, Kensington"
ARTS4812,Term 3 2019,"Main Campus, Kensington"
ARTS4813,Term 3 2019,"Main Campus, Kensington"
ARTS4814,Term 3 2019,"Main Campus, Kensington"
ARTS4815,Term 3 2019,"Main Campus, Kensington"
ARTS4816,Term 3 2019,"Main Campus, Kensington"
ARTS4817,Term 3 2019,"Main Campus, Kensington"
ARTS4818,Term 3 2019,"Main Campus, Kensington"
ARTS4819,Term 3 2019,"Main Campus, Kensington"
ARTS4820,Term 3 2019,"Main Campus, Kensington"
ARTS4821,Term 3 2019,"Main Campus, Kensington"
ARTS4822,Term 3 2019,"Main Campus, Kensington"
ARTS4823,Term 3 2019,"Main Campus, Kensington"
ARTS4824,Term 3 2019,"Main Campus, Kensington"
ARTS4825,Term 3 2019,"Main Campus, Kensington"
ARTS4826,Term 3 2019,"Main Campus, Kensington"
ARTS4827,Term 3 2019,"Main Campus, Kensington"
ARTS4828,Term 3 2019,"Main Campus, Kensington"
ARTS4829,Term 3 2019,"Main Campus, Kensington"
ARTS4830,Term 3 2019,"Main Campus, Kensington"
ARTS4831,Term 3 2019,"Main Campus, Kensington"
ARTS4832,Term 3 2019,"Main Campus, Kensington"
ARTS4833,Term 3 2019,"Main Campus, Kensington"
ARTS4834,Term 3 2019,"Main Campus, Kensington"
ARTS4835,Term 3 2019,"Main Campus, Kensington"
ARTS4836,Term 3 2019,"Main Campus, Kensington"
ARTS4837,Term 3 2019,"Main Campus, Kensington"
ARTS4838,Term 3 2019,"Main Campus, Kensington"
ARTS4839,Term 3 2019,"Main Campus, Kensington"
ARTS4840,Term 3 2019,"Main Campus, Kensington"
ARTS4841,Term 3 2019,"Main Campus, Kensington"
ARTS4900,Term 3 2019,"Main Campus, Kensington"
ARTS4901,Term 3 2019,"Main Campus, Kensington"
ARTS4902,Term 3 2019,"Main Campus, Kensington"
ARTS4903,Term 3 2019,"Main Campus, Kensington"
ARTS4904,Term 3 2019,"Main Campus, Kensington"
ARTS4905,Term 3 2019,"Main Campus, Kensington"
ARTS4906,Term 3 2019,"Main Campus, Kensington"
ARTS4907,Term 3 2019,"Main Campus, Kensington"
ARTS4912,Term 3 2019,"Main Campus, Kensington"
ARTS4913,Term 3 2019,"Main Campus, Kensington"
ARTS4914,Term 3 2019,"Main Campus, Kensington"
ARTS4915,Term 3 2019,"Main Campus, Kensington"
ARTS4916,Term 3 2019,"Main Campus, Kensington"
ARTS4917,Term 3 2019,"Main Campus, Kensington"
ARTS4918,Term 3 2019,"Main Campus, Kensington"
ARTS4919,Term 3 2019,"Main Campus, Kensington"
ARTS4920,Term 3 2019,"Main Campus, Kensington"
ARTS4921,Term 3 2019,"Main Campus, Kensington"
ARTS4922,Term 3 2019,"Main Campus, Kensington"
ARTS4923,Term 3 2019,"Main Campus, Kensington"
ARTS4924,Term 3 2019,"Main Campus, Kensington"
ARTS4925,Term 3 2019,"Main Campus, Kensington"
ARTS4926,Term 3 2019,"Main Campus, Kensington"
ARTS5505,Term 3 2019,"Main Campus, Kensington"
ASIA8301,Term 1 2019,"Main Campus, Kensington"
ASIA8302,Term 1 2019,"Main Campus, Kensington"
ASIA8301,Term 2 2019,"Main Campus, Kensington"
ASIA8302,Term 2 2019,"Main Campus, Kensington"
ASIA8301,Term 3 2019,"Main Campus, Kensington"
ASIA8302,Term 3 2019,"Main Campus, Kensington"
ATSI1011,Summer Term 2019,"Main Campus, Kensington"
ATSI7001,Summer Term 2019,"Main Campus, Kensington"
ATSI7002,Summer Term 2019,"Main Campus, Kensington"
ATSI7003,Summer Term 2019,"Main Campus, Kensington"
ATSI7004,Summer Term 2019,"Main Campus, Kensington"
ATSI7006,Summer Term 2019,"Main Campus, Kensington"
ATSI0001,Term 1 2019,"Main Campus, Kensington"
ATSI1011,Term 1 2019,"Main Campus, Kensington"
ATSI2003,Term 1 2019,"Main Campus, Kensington"
ATSI2015,Term 1 2019,"Main Campus, Kensington"
ATSI3017,Term 1 2019,"Main Campus, Kensington"
ATSI4001,Term 1 2019,"Main Campus, Kensington"
ATSI4002,Term 1 2019,"Main Campus, Kensington"
ATSI4101,Term 1 2019,"Main Campus, Kensington"
ATSI9000,Term 1 2019,"Main Campus, Kensington"
ATSI9001,Term 1 2019,"Main Campus, Kensington"
ATSI0002,Term 2 2019,"Main Campus, Kensington"
ATSI1012,Term 2 2019,"Main Campus, Kensington"
ATSI1012,Term 2 2019,"Main Campus, Kensington"
ATSI2004,Term 2 2019,"Main Campus, Kensington"
ATSI2012,Term 2 2019,"Main Campus, Kensington"
ATSI3005,Term 2 2019,"Main Campus, Kensington"
ATSI3008,Term 2 2019,"Main Campus, Kensington"
ATSI4102,Term 2 2019,"Main Campus, Kensington"
ATSI4104,Term 2 2019,"Main Campus, Kensington"
ATSI9000,Term 2 2019,"Main Campus, Kensington"
ATSI9001,Term 2 2019,"Main Campus, Kensington"
ATSI1012,Term 3 2019,"Main Campus, Kensington"
ATSI2011,Term 3 2019,"Main Campus, Kensington"
ATSI3002,Term 3 2019,"Main Campus, Kensington"
ATSI3003,Term 3 2019,"Main Campus, Kensington"
ATSI3008,Term 3 2019,"Main Campus, Kensington"
ATSI4103,Term 3 2019,"Main Campus, Kensington"
ATSI9000,Term 3 2019,"Main Campus, Kensington"
ATSI9001,Term 3 2019,"Main Campus, Kensington"
AUST8301,Term 1 2019,"Main Campus, Kensington"
AUST8301,Term 2 2019,"Main Campus, Kensington"
AUST8301,Term 3 2019,"Main Campus, Kensington"
AVEN1920,Term 2 2019,"Main Campus, Kensington"
AVIA3900,Summer Term 2019,"Main Campus, Kensington"
AVIA1321,Term 1 2019,"Main Campus, Kensington"
AVIA1901,Term 1 2019,"Main Campus, Kensington"
AVIA2111,Term 1 2019,"Main Campus, Kensington"
AVIA2112,Term 1 2019,"Main Campus, Kensington"
AVIA2113,Term 1 2019,"Main Campus, Kensington"
AVIA2501,Term 1 2019,"Main Campus, Kensington"
AVIA2910,Term 1 2019,"Main Campus, Kensington"
AVIA3101,Term 1 2019,"Main Campus, Kensington"
AVIA3301,Term 1 2019,"Main Campus, Kensington"
AVIA3401,Term 1 2019,"Main Campus, Kensington"
AVIA4001,Term 1 2019,"Main Campus, Kensington"
AVIA4002,Term 1 2019,"Main Campus, Kensington"
AVIA4003,Term 1 2019,"Main Campus, Kensington"
AVIA4004,Term 1 2019,"Main Campus, Kensington"
AVIA5001,Term 1 2019,"Main Campus, Kensington"
AVIA5005,Term 1 2019,"Main Campus, Kensington"
AVIA5007,Term 1 2019,"Main Campus, Kensington"
AVIA5015,Term 1 2019,"Main Campus, Kensington"
AVIA5020,Term 1 2019,"Main Campus, Kensington"
AVIA5035,Term 1 2019,"Main Campus, Kensington"
AVIA5037,Term 1 2019,"Main Campus, Kensington"
AVIA5039,Term 1 2019,"Main Campus, Kensington"
AVIA9000,Term 1 2019,"Main Campus, Kensington"
AVIA9050,Term 1 2019,"Main Campus, Kensington"
AVIA9101,Term 1 2019,"Main Campus, Kensington"
AVIA1902,Term 2 2019,"Main Campus, Kensington"
AVIA2101,Term 2 2019,"Main Campus, Kensington"
AVIA2114,Term 2 2019,"Main Campus, Kensington"
AVIA2115,Term 2 2019,"Main Campus, Kensington"
AVIA2116,Term 2 2019,"Main Campus, Kensington"
AVIA2401,Term 2 2019,"Main Campus, Kensington"
AVIA2701,Term 2 2019,"Main Campus, Kensington"
AVIA3111,Term 2 2019,"Main Campus, Kensington"
AVIA3112,Term 2 2019,"Main Campus, Kensington"
AVIA3113,Term 2 2019,"Main Campus, Kensington"
AVIA3410,Term 2 2019,"Main Campus, Kensington"
AVIA3710,Term 2 2019,"Main Campus, Kensington"
AVIA3851,Term 2 2019,"Main Campus, Kensington"
AVIA4003,Term 2 2019,"Main Campus, Kensington"
AVIA4004,Term 2 2019,"Main Campus, Kensington"
AVIA5006,Term 2 2019,"Main Campus, Kensington"
AVIA5008,Term 2 2019,"Main Campus, Kensington"
AVIA5009,Term 2 2019,"Main Campus, Kensington"
AVIA5017,Term 2 2019,"Main Campus, Kensington"
AVIA5020,Term 2 2019,"Main Campus, Kensington"
AVIA5022,Term 2 2019,"Main Campus, Kensington"
AVIA5024,Term 2 2019,"Main Campus, Kensington"
AVIA9000,Term 2 2019,"Main Campus, Kensington"
AVIA9050,Term 2 2019,"Main Campus, Kensington"
AVIA1111,Term 3 2019,"Main Campus, Kensington"
AVIA1401,Term 3 2019,"Main Campus, Kensington"
AVIA2117,Term 3 2019,"Main Campus, Kensington"
AVIA2601,Term 3 2019,"Main Campus, Kensington"
AVIA2801,Term 3 2019,"Main Campus, Kensington"
AVIA3013,Term 3 2019,"Main Campus, Kensington"
AVIA3114,Term 3 2019,"Main Campus, Kensington"
AVIA3201,Term 3 2019,"Main Campus, Kensington"
AVIA4003,Term 3 2019,"Main Campus, Kensington"
AVIA4004,Term 3 2019,"Main Campus, Kensington"
AVIA5003,Term 3 2019,"Main Campus, Kensington"
AVIA5004,Term 3 2019,"Main Campus, Kensington"
AVIA5018,Term 3 2019,"Main Campus, Kensington"
AVIA5020,Term 3 2019,"Main Campus, Kensington"
AVIA5030,Term 3 2019,"Main Campus, Kensington"
AVIA5032,Term 3 2019,"Main Campus, Kensington"
AVIA9000,Term 3 2019,"Main Campus, Kensington"
AVIA9201,Term 3 2019,"Main Campus, Kensington"
AVIF5915,Summer Term 2019,"Main Campus, Kensington"
AVIF5916,Summer Term 2019,"Main Campus, Kensington"
AVIF5915,Term 1 2019,"Main Campus, Kensington"
